,portfolio_basis,portfolio_delta,percent_change
2016-01-01,212653947.07000002,-32545530.44,-0.1530445631901997
2016-01-02,212653947.07000002,-32545530.44,-0.1530445631901997
2016-01-03,212653947.07000002,-32545530.44,-0.1530445631901997
2016-01-04,212653947.07000002,-57498785.440000005,-0.27038663628036463
2016-01-05,212863642.84000006,-57594513.1,-0.27056998711278835
2016-01-06,212983642.84000006,-59315012.35,-0.2784956232275512
2016-01-07,213078642.84000006,-61608919.75000001,-0.2891370009159572
2016-01-08,213123642.84000006,-62659845.49000001,-0.2940070123380967
2016-01-09,213238642.84000006,-32528533.240000002,-0.15254520853618087
2016-01-10,213238642.84000006,-32528533.240000002,-0.15254520853618087
2016-01-11,213238642.84000006,-62228959.66999999,-0.2918277796238481
2016-01-12,213253642.84000006,-62187880.17000002,-0.2916146207015012
2016-01-13,213253642.84000006,-64240325.59,-0.3012390538069178
2016-01-14,213283642.84000003,-63131172.1,-0.2959963139196727
2016-01-15,213298642.84000003,-64776884.800000004,-0.30369103121106383
2016-01-16,213328642.84000003,-32528533.240000002,-0.1524808521113451
2016-01-17,213328642.84000003,-32528533.240000002,-0.1524808521113451
2016-01-18,213328642.84000003,-32527199.51,-0.1524746001145094
2016-01-19,213328642.84000003,-64174463.92,-0.3008244137573776
2016-01-20,213328642.84000003,-64908444.96000001,-0.3042650255300335
2016-01-21,213548642.84000003,-64941150.1,-0.3041047193573445
2016-01-22,213593642.84000003,-63166706.760000005,-0.2957330841878908
2016-01-23,213608642.84000003,-32534718.57,-0.15230993529774722
2016-01-24,213608642.84000003,-32534718.57,-0.15230993529774722
2016-01-25,213608642.84000003,-64955852.16,-0.30408812722364464
2016-01-26,213638642.84000003,-61984114.75000001,-0.29013531412676896
2016-01-27,213711601.80000004,-62532088.12,-0.29260034360942205
2016-01-28,213806601.80000004,-62008300.17000001,-0.2900205122197494
2016-01-29,214086601.80000004,-59020599.30000001,-0.27568562816993625
2016-01-30,214146601.80000004,-32536978.93,-0.15193787179675897
2016-01-31,214146601.80000004,-32536978.93,-0.15193787179675897
2016-02-01,214146601.80000004,-59748385.21000001,-0.279006926599757
2016-02-02,214191601.80000004,-61591645.91,-0.2875539722024712
2016-02-03,214191601.80000004,-59686739.11000001,-0.27866050119804464
2016-02-04,214321601.80000004,-58169623.74000001,-0.271412789245027
2016-02-05,214336601.80000004,-58810322.38,-0.27438301198260384
2016-02-06,214366601.80000004,-32536375.87,-0.15177912789024767
2016-02-07,214366601.80000004,-32536375.87,-0.15177912789024767
2016-02-08,214366601.80000004,-59326462.980000004,-0.27675236012441184
2016-02-09,214366601.80000004,-59106629.96000001,-0.27572685979854905
2016-02-10,214511601.80000004,-59804505.400000006,-0.27879380368320944
2016-02-11,214511601.80000004,-61909316.78000001,-0.2886059134354942
2016-02-12,214571601.80000004,-60019192.849999994,-0.2797163853301671
2016-02-13,214631601.80000004,-32572825.53,-0.15176155448139603
2016-02-14,214631601.80000004,-32572825.53,-0.15176155448139603
2016-02-15,214631601.80000004,-32569587.37,-0.15174646742071696
2016-02-16,214631601.80000004,-58323585.81000002,-0.27173810995618264
2016-02-17,214662705.47000003,-56744245.940000005,-0.26434142724400833
2016-02-18,214757705.47000003,-57302129.96000001,-0.2668222303576654
2016-02-19,214757705.47000003,-57512177.580000006,-0.2678002982669882
2016-02-20,214757705.47000003,-32572825.53,-0.15167244154855328
2016-02-21,214757705.47000003,-32572825.53,-0.15167244154855328
2016-02-22,214757705.47000003,-55779425.85,-0.25973189519754836
2016-02-23,214822705.47000003,-57420718.71,-0.2672935273967993
2016-02-24,214852705.47000003,-56504908.92999999,-0.2629937044841625
2016-02-25,214964877.3,-55389825.2,-0.2576691871514398
2016-02-26,215044877.3,-55082582.23,-0.2561445914061771
2016-02-27,215059877.3,-32572825.53,-0.15145933280972815
2016-02-28,215059877.3,-32572825.53,-0.15145933280972815
2016-02-29,215059877.3,-54801563.019999996,-0.2548200236511527
2016-03-01,215104877.3,-52814226.629999995,-0.24552779691899618
2016-03-02,215134877.3,-53445937.69000002,-0.24842990760382866
2016-03-03,215164877.3,-53433028.84000001,-0.24833527437426242
2016-03-04,215164877.3,-53193000.660000004,-0.2472197197214213
2016-03-05,215214877.3,-32581590.23,-0.1513909755624501
2016-03-06,215214877.3,-32581590.23,-0.1513909755624501
2016-03-07,215214877.3,-53632567.48000001,-0.24920473971341017
2016-03-08,215494877.3,-54522845.03000001,-0.25301225585096543
2016-03-09,215509877.3,-53944024.25000001,-0.25030882540435656
2016-03-10,215559877.3,-54316758.93000001,-0.25197991207986276
2016-03-11,215574877.3,-52606939.22000001,-0.24403093662343006
2016-03-12,215689877.3,-32581590.23,-0.1510575769148532
2016-03-13,215689877.3,-32581590.23,-0.1510575769148532
2016-03-14,215689877.3,-52659761.06,-0.24414572310575466
2016-03-15,215704877.3,-53382724.41000001,-0.2474803772552435
2016-03-16,215719877.3,-52558618.710000016,-0.24364291027714213
2016-03-17,215719877.3,-51528754.49,-0.23886882903395754
2016-03-18,215719877.3,-50935577.63,-0.2361190738077617
2016-03-19,215734877.3,-32581590.23,-0.15102606791155135
2016-03-20,215734877.3,-32581590.23,-0.15102606791155135
2016-03-21,215734877.3,-50945011.52,-0.23614638558954973
2016-03-22,215749877.3,-50841242.99000001,-0.23564900071440276
2016-03-23,215794877.3,-51942142.129999995,-0.2407014604790157
2016-03-24,215794877.3,-51683357.26,-0.23950224355024574
2016-03-25,215969877.3,-32762894.27,-0.151701221853683
2016-03-26,215969877.3,-32762894.27,-0.151701221853683
2016-03-27,215969877.3,-32762894.27,-0.151701221853683
2016-03-28,215969877.3,-51482679.8,-0.23837898341946223
2016-03-29,215984877.3,-51381274.93,-0.23789292830271686
2016-03-30,215984877.3,-50795642.089999996,-0.23518147531896666
2016-03-31,215999877.3,-51054214.92999999,-0.23636224042429116
2016-04-01,216284877.3,-50694755.02,-0.23438881004002585
2016-04-02,216284877.3,-32792588.839999996,-0.15161757608468723
2016-04-03,216284877.3,-32792588.839999996,-0.15161757608468723
2016-04-04,216284877.3,-51684635.05000001,-0.23896555180004722
2016-04-05,216284877.3,-52649279.57,-0.2434256163780342
2016-04-06,216284877.3,-51080901.53,-0.23617417069408764
2016-04-07,216284877.3,-50932339.09,-0.23548728753399534
2016-04-08,216444877.3,-50992317.419999994,-0.2355903177570837
2016-04-09,216444877.3,-32792588.839999996,-0.15150549760781978
2016-04-10,216444877.3,-32792588.839999996,-0.15150549760781978
2016-04-11,216444877.3,-51080237.42000001,-0.23599651817677833
2016-04-12,216459877.3,-50096867.96999999,-0.23143720025567985
2016-04-13,216554877.3,-49488053.230000004,-0.22852430685014177
2016-04-14,216669877.3,-49662925.23,-0.22921010455568294
2016-04-15,216714877.3,-49129122.7,-0.22669935406414296
2016-04-16,216741223.74,-32803687.789999995,-0.15134955512362927
2016-04-17,216741223.74,-32803687.789999995,-0.15134955512362927
2016-04-18,216741223.74,-48679076.510000005,-0.22459537539750538
2016-04-19,216798530.86,-48559638.28,-0.22398508923179886
2016-04-20,217083530.86,-49072339.28,-0.22605279675337228
2016-04-21,217113530.86,-48974706.06000001,-0.2255718741526988
2016-04-22,217178530.86,-49044588.43,-0.2258261359250821
2016-04-23,217558530.86,-32814776.009999998,-0.1508319433868418
2016-04-24,217558530.86,-32814776.009999998,-0.1508319433868418
2016-04-25,217558530.86,-49424184.83,-0.22717649652545552
2016-04-26,217558530.86,-49529261.44,-0.22765947740230108
2016-04-27,217618530.86,-48875085.010000005,-0.22459063948668365
2016-04-28,217633530.86,-49686628.230000004,-0.22830410384676694
2016-04-29,217633530.86,-50189434.580000006,-0.23061443878464677
2016-04-30,217633530.86,-32870017.389999997,-0.15103379180639553
2016-05-01,217633530.86,-32870017.389999997,-0.15103379180639553
2016-05-02,217633530.86,-49554917.800000004,-0.22769891020091867
2016-05-03,217633530.86,-50149763.870000005,-0.2304321566250768
2016-05-04,217633530.86,-50927504.86,-0.23400578329430682
2016-05-05,217648530.86,-51097739.82,-0.23477181131476624
2016-05-06,217758530.86,-50724459.169999994,-0.23293902181316356
2016-05-07,217758530.86,-32870017.389999997,-0.15094709382996613
2016-05-08,217758530.86,-32870017.389999997,-0.15094709382996613
2016-05-09,217758530.86,-50767086.87000001,-0.23313477855266612
2016-05-10,217758530.86,-49571955.70000001,-0.22764644629178965
2016-05-11,217758530.86,-50312434.220000006,-0.23104690328916008
2016-05-12,217758530.86,-50314817.10000001,-0.23105784605218568
2016-05-13,217758530.86,-51042877.26999999,-0.23440127497377433
2016-05-14,217758530.86,-32870017.389999997,-0.15094709382996613
2016-05-15,217758530.86,-32870017.389999997,-0.15094709382996613
