,portfolio_basis,portfolio_delta,percent_change
2014-02-21,220130,26635.91,0.12100081769863262
2014-02-22,220130,0,0.0
2014-02-23,220130,0,0.0
2014-02-24,220130,24007.95,0.10906259937309772
2014-02-25,220130,25960.15,0.11793099532094672
2014-02-26,220130,31253.62,0.1419780129923227
2014-02-27,220130,34895.23,0.15852101031208832
2014-02-28,220130,34895.23,0.15852101031208832
2014-03-01,220130,0,0.0
2014-03-02,220130,0,0.0
2014-03-03,220130,36509.55,0.16585449507109437
2014-03-04,220130,38949.81,0.1769400354336074
2014-03-05,220130,35908.88,0.163125789306319
2014-03-06,220130,35120.49,0.15954431472311814
2014-03-07,220130,38349.13,0.17421128424113022
2014-03-08,220130,0,0.0
2014-03-09,220130,0,0.0
2014-03-10,220130,35683.62,0.16210248489528917
2014-03-11,220130,33205.83,0.15084645436787353
2014-03-12,220130,31141,0.14146640621450962
2014-03-13,220130,26861.17,0.12202412210966246
2014-03-14,220130,28513.03,0.12952814246127287
2014-03-15,220130,0,0.0
2014-03-16,220130,0,0.0
2014-03-17,220130,30390.15,0.13805546722391315
2014-03-18,220130,32905.49,0.14948207877163494
2014-03-19,220130,32154.64,0.14607113978103847
2014-03-20,220130,31441.34,0.1428307818107482
2014-03-21,220130,28062.52,0.127481579066915
2014-03-22,220130,0,0.0
2014-03-23,220130,0,0.0
2014-03-24,220130,24345.83,0.11059751056194068
2014-03-25,220130,27311.68,0.12407068550402035
2014-03-26,220130,22431.17,0.10189965020669603
2014-03-27,220130,24308.29,0.1104269749693363
2014-03-28,220130,29113.71,0.13225689365375004
2014-03-29,220130,0,0.0
2014-03-30,220130,0,0.0
2014-03-31,220130,29338.96,0.1332801526370781
2014-04-01,220130,29451.59,0.133791804842593
2014-04-02,220130,26598.37,0.12083028210602825
2014-04-03,220130,28926,0.1314041702630264
2014-04-04,220130,28888.46,0.131233634670422
2014-04-05,220130,0,0.0
2014-04-06,220130,0,0.0
2014-04-07,220130,20403.88,0.09269013764593649
2014-04-08,220130,19990.92,0.09081415527188479
2014-04-09,220130,24308.29,0.1104269749693363
2014-04-10,220130,23219.56,0.10548112478989688
2014-04-11,220130,19089.9,0.08672102848316904
2014-04-12,220130,0,0.0
2014-04-13,220130,0,0.0
2014-04-14,220130,18489.22,0.08399227729069186
2014-04-15,220130,18827.1,0.08552718847953482
2014-04-16,220130,23444.81,0.10650438377322492
2014-04-17,220130,22956.76,0.10428728478626266
2014-04-18,220130,0,0.0
2014-04-19,220130,0,0.0
2014-04-20,220130,0,0.0
2014-04-21,220130,24721.25,0.112302957343388
2014-04-22,220130,22431.17,0.10189965020669603
2014-04-23,220130,21680.32,0.09848871121609958
2014-04-24,220130,24833.88,0.11281460954890292
2014-04-25,220130,20403.88,0.09269013764593649
2014-04-26,220130,0,0.0
2014-04-27,220130,0,0.0
2014-04-28,220130,12219.65,0.05551106164539136
2014-04-29,220130,20141.09,0.0914963430700041
2014-04-30,220130,22130.83,0.10053527461045747
2014-05-01,220130,23069.39,0.10479893699177759
2014-05-02,220130,24458.46,0.1111091627674556
2014-05-03,220130,0,0.0
2014-05-04,220130,0,0.0
2014-05-05,220130,23932.87,0.10872152818788897
2014-05-06,220130,17588.21,0.07989919592967791
2014-05-07,220130,13496.09,0.061309635215554444
2014-05-08,220130,9253.8,0.042037886703311676
2014-05-09,220130,4823.81,0.021913460228047067
2014-05-10,220130,0,0.0
2014-05-11,220130,0,0.0
2014-05-12,220130,13158.21,0.05977472402671148
2014-05-13,220130,11356.18,0.05158851587698179
2014-05-14,220130,8427.87,0.03828587652750648
2014-05-15,220130,4148.04,0.018843592422659337
2014-05-16,220130,6738.47,0.030611320583291694
2014-05-17,220130,0,0.0
2014-05-18,220130,0,0.0
2014-05-19,220130,7301.6,0.03316949075546268
2014-05-20,220130,3509.82,0.015944305637577795
2014-05-21,220130,2008.13,0.009122473084086676
2014-05-22,220130,4973.97,0.022595602598464545
2014-05-23,220130,9783.41,0.04444378321900695
2014-05-24,220130,0,0.0
2014-05-25,220130,0,0.0
2014-05-26,220130,0,0.0
2014-05-27,220130,10384.59,0.04717480579657475
2014-05-28,220130,10610.03,0.04819892790623723
2014-05-29,220130,8806.49,0.040005860173533817
2014-05-30,220130,8956.79,0.040688638531776684
2014-05-31,220130,0,0.0
2014-06-01,220130,0,0.0
2014-06-02,220130,10084,0.04580929450779085
2014-06-03,220130,9031.93,0.04102998228319629
2014-06-04,220130,10121.57,0.04597996638350066
2014-06-05,220130,15832.77,0.07192463544269295
2014-06-06,220130,18575.65,0.08438490891745787
2014-06-07,220130,0,0.0
2014-06-08,220130,0,0.0
2014-06-09,220130,18087.19,0.0821659473947213
2014-06-10,220130,23760.82,0.10793994457820379
2014-06-11,220130,20679.78,0.09394348793894516
2014-06-12,220130,20116.17,0.09138313723708717
2014-06-13,220130,23159.64,0.10520892200063599
2014-06-14,220130,0,0.0
2014-06-15,220130,0,0.0
2014-06-16,220130,22370.59,0.10162444918911552
2014-06-17,220130,19778.01,0.08984695407259347
2014-06-18,220130,24812.88,0.11271921137509654
2014-06-19,220130,24136.56,0.10964684504610912
2014-06-20,220130,25000.75,0.11357266160904919
2014-06-21,220130,0,0.0
2014-06-22,220130,0,0.0
2014-06-23,220130,24098.98,0.1094761277426975
2014-06-24,220130,19815.58,0.09001762594830329
2014-06-25,220130,18462.93,0.08387284786262664
2014-06-26,220130,16696.97,0.07585049743333486
2014-06-27,220130,19965.88,0.09070040430654613
2014-06-28,220130,0,0.0
2014-06-29,220130,0,0.0
2014-06-30,220130,19402.27,0.08814005360468814
2014-07-01,220130,21506.4,0.09769863262617545
2014-07-02,220130,18575.65,0.08438490891745787
2014-07-03,220130,21694.27,0.0985520828601281
2014-07-04,220130,0,0.0
2014-07-05,220130,0,0.0
2014-07-06,220130,0,0.0
2014-07-07,220130,19364.7,0.08796938172897834
2014-07-08,220130,21468.82,0.09752791532276382
2014-07-09,220130,23798.39,0.1081106164539136
2014-07-10,220130,22220.3,0.10094171625857448
2014-07-11,220130,24700.16,0.11220715032026529
2014-07-12,220130,0,0.0
2014-07-13,220130,0,0.0
2014-07-14,220130,21731.84,0.09872275473583791
2014-07-15,220130,21093.09,0.09582106028256031
2014-07-16,220130,21882.13,0.09940548766637897
2014-07-17,220130,16546.67,0.07516771907509198
2014-07-18,220130,20529.48,0.09326070958070232
2014-07-19,220130,0,0.0
2014-07-20,220130,0,0.0
2014-07-21,220130,18688.37,0.0848969699722891
2014-07-22,220130,22483.31,0.10213651024394677
2014-07-23,220130,27255.17,0.12381397356107754
2014-07-24,220130,27668.48,0.12569154590469267
2014-07-25,220130,24850.46,0.11288992867850815
2014-07-26,220130,0,0.0
2014-07-27,220130,0,0.0
2014-07-28,220130,22182.72,0.10077099895516287
2014-07-29,220130,25789.8,0.11715713442056966
2014-07-30,220130,25376.49,0.11527956207695453
2014-07-31,220130,17072.7,0.07755735247353837
2014-08-01,220130,17861.75,0.08114182528505882
2014-08-02,220130,0,0.0
2014-08-03,220130,0,0.0
2014-08-04,220130,17598.73,0.07994698587198473
2014-08-05,220130,13766.22,0.06253677372461727
2014-08-06,220130,14367.4,0.06526779630218507
2014-08-07,220130,10948.19,0.049735111070730934
2014-08-08,220130,12714.15,0.057757461500022714
2014-08-09,220130,0,0.0
2014-08-10,220130,0,0.0
2014-08-11,220130,11662.09,0.05297819470312997
2014-08-12,220130,12375.99,0.05622127833552901
2014-08-13,220130,12939.6,0.058781629037387
2014-08-14,220130,12977.17,0.058952300913096806
2014-08-15,220130,10835.47,0.049223050015899696
2014-08-16,220130,0,0.0
2014-08-17,220130,0,0.0
2014-08-18,220130,16471.52,0.07482632989597056
2014-08-19,220130,16584.24,0.0753383909508018
2014-08-20,220130,15607.33,0.07090051333303048
2014-08-21,220130,16884.83,0.0767039022395857
2014-08-22,220130,15344.31,0.06970567391995638
2014-08-23,220130,0,0.0
2014-08-24,220130,0,0.0
2014-08-25,220130,14855.85,0.06748671239721983
2014-08-26,220130,19369.03,0.08798905192386317
2014-08-27,220130,18391.17,0.08354685867441965
2014-08-28,220130,17638.98,0.08012983237178031
2014-08-29,220130,18240.73,0.08286344432835142
2014-08-30,220130,0,0.0
2014-08-31,220130,0,0.0
2014-09-01,220130,0,0.0
2014-09-02,220130,15871.32,0.07209975923318039
2014-09-03,220130,13238.63,0.06014005360468813
2014-09-04,220130,13163.42,0.059798391859355836
2014-09-05,220130,15758.49,0.07158719847362922
2014-09-06,220130,0,0.0
2014-09-07,220130,0,0.0
2014-09-08,220130,14667.81,0.06663248989233635
2014-09-09,220130,11922.29,0.05416022350429292
2014-09-10,220130,13313.85,0.06048176077772226
2014-09-11,220130,17413.32,0.07910471085267796
2014-09-12,220130,15382.39,0.06987866260845864
2014-09-13,220130,0,0.0
2014-09-14,220130,0,0.0
2014-09-15,220130,14254.1,0.0647531004406487
2014-09-16,220130,15720.88,0.07141634488711215
2014-09-17,220130,17939.86,0.08149666106391677
2014-09-18,220130,14705.42,0.0668033434788534
2014-09-19,220130,13990.83,0.0635571253350293
2014-09-20,220130,0,0.0
2014-09-21,220130,0,0.0
2014-09-22,220130,11997.51,0.05450193067732703
2014-09-23,220130,11884.68,0.05398936991777586
2014-09-24,220130,15420,0.0700495161949757
2014-09-25,220130,10568.34,0.04800953981738064
2014-09-26,220130,10530.73,0.04783868623086358
2014-09-27,220130,0,0.0
2014-09-28,220130,0,0.0
2014-09-29,220130,7860.44,0.03570817244355608
2014-09-30,220130,6393.66,0.029044927997092625
2014-10-01,220130,1391.56,0.006321537273429337
2014-10-02,220130,940.24,0.00427129423522464
2014-10-03,220130,2369.41,0.010763685095171035
2014-10-04,220130,0,0.0
2014-10-05,220130,0,0.0
2014-10-06,220130,-75.22,-0.0003417071730341162
2014-10-07,220130,-4701.23,-0.021356607459228634
2014-10-08,220130,-2030.93,-0.009226048244219326
2014-10-09,220130,-4513.18,-0.02050233952664335
2014-10-10,220130,-7559.57,-0.034341389179121426
2014-10-11,220130,0,0.0
2014-10-12,220130,0,0.0
2014-10-13,220130,-12223.18,-0.055527097624131196
2014-10-14,220130,-10530.74,-0.04783873165856539
2014-10-15,220130,-8462.2,-0.03844182982782901
2014-10-16,220130,-6619.32,-0.030070049516194974
2014-10-17,220130,2106.14,0.009567709989551629
2014-10-18,220130,0,0.0
2014-10-19,220130,0,0.0
2014-10-20,220130,3497.7,0.015889247262980966
2014-10-21,220130,6468.88,0.029386635170126744
2014-10-22,220130,3084,0.014009903238995139
2014-10-23,220130,6431.27,0.029215781583609688
2014-10-24,220130,10229.85,0.04647185753872712
2014-10-25,220130,0,0.0
2014-10-26,220130,0,0.0
2014-10-27,220130,4663.61,0.021185708445009766
2014-10-28,220130,7484.34,0.0339996365783855
2014-10-29,220130,3272.05,0.014864171171580431
2014-10-30,220130,6619.31,0.030070004088493165
2014-10-31,220130,11959.9,0.054331077090809976
2014-11-01,220130,0,0.0
2014-11-02,220130,0,0.0
2014-11-03,220130,14554.98,0.06611992913278517
2014-11-04,220130,18692.05,0.08491368736655612
2014-11-05,220130,21211.91,0.09636083223549721
2014-11-06,220130,23468.49,0.10661195657111708
2014-11-07,220130,24747.22,0.11242093308499523
2014-11-08,220130,0,0.0
2014-11-09,220130,0,0.0
2014-11-10,220130,25913.13,0.11771739426702403
2014-11-11,220130,25649.86,0.11652141916140463
2014-11-12,220130,26063.57,0.11840080861309227
2014-11-13,220130,26514.88,0.12045100622359516
2014-11-14,220130,29260.4,0.13292327261163858
2014-11-15,220130,0,0.0
2014-11-16,220130,0,0.0
2014-11-17,220130,28094.49,0.12762681142960977
2014-11-18,220130,32231.57,0.14642061509108253
2014-11-19,220130,34375.33,0.15615922409485306
2014-11-20,220130,35654.06,0.16196820060873118
2014-11-21,220130,37910.65,0.17221937037205287
2014-11-22,220130,0,0.0
2014-11-23,220130,0,0.0
2014-11-24,220130,38136.3,0.17324444646345344
2014-11-25,220130,34296.75,0.1558022532140099
2014-11-26,220130,32527.55,0.14776518420933085
2014-11-27,220130,0,0.0
2014-11-28,220130,28688,0.13032299095988734
2014-11-29,220130,0,0.0
2014-11-30,220130,0,0.0
2014-12-01,220130,22665.17,0.10296265842911007
2014-12-02,220130,26090.65,0.11852382682960069
2014-12-03,220130,32339.33,0.14691014400581476
2014-12-04,220130,33656.83,0.15289524371962024
2014-12-05,220130,30833.63,0.1400700949438968
2014-12-06,220130,0,0.0
2014-12-07,220130,0,0.0
2014-12-08,220130,25488.37,0.1157878072048335
2014-12-09,220130,28424.5,0.12912597101712625
2014-12-10,220130,17621.05,0.08004838050243038
2014-12-11,220130,17206.98,0.07816735565347749
2014-12-12,220130,14722.57,0.06688125198746195
2014-12-13,220130,0,0.0
2014-12-14,220130,0,0.0
2014-12-15,220130,11410.01,0.05183305319583882
2014-12-16,220130,13706.22,0.06226420751374188
2014-12-17,220130,20745.39,0.09424153909053741
2014-12-18,220130,26165.94,0.11886585199654749
2014-12-19,220130,31247.7,0.1419511197928497
2014-12-20,220130,0,0.0
2014-12-21,220130,0,0.0
2014-12-22,220130,28650.35,0.13015195566256302
2014-12-23,220130,29403.21,0.1335720256212238
2014-12-24,220130,29327.92,0.13323000045427702
2014-12-25,220130,0,0.0
2014-12-26,220130,29629.06,0.13459801026666063
2014-12-27,220130,0,0.0
2014-12-28,220130,0,0.0
2014-12-29,220130,31511.2,0.14314813973561077
2014-12-30,220130,29854.92,0.1356240403397992
2014-12-31,220130,27295.22,0.12399591150683688
2015-01-01,220130,0,0.0
2015-01-02,220130,32000.55,0.14537114432380865
2015-01-03,220130,0,0.0
2015-01-04,220130,0,0.0
2015-01-05,220130,25036.66,0.11373579248625812
2015-01-06,220130,24472.02,0.11117076273111344
2015-01-07,220130,29102.06,0.13220397038113843
2015-01-08,220130,36894.1,0.16760141734429654
2015-01-09,220130,36931.74,0.16777240721391903
2015-01-10,220130,0,0.0
2015-01-11,220130,0,0.0
2015-01-12,220130,36781.17,0.16708840230772726
2015-01-13,220130,33430.97,0.15186921364648162
2015-01-14,220130,34861.39,0.1583672829691546
2015-01-15,220130,29139.71,0.13237500567846272
2015-01-16,220130,31661.77,0.14383214464180258
2015-01-17,220130,0,0.0
2015-01-18,220130,0,0.0
2015-01-19,220130,0,0.0
2015-01-20,220130,32038.19,0.14554213419343115
2015-01-21,220130,35764.82,0.16247135783400718
2015-01-22,220130,43067.49,0.1956457093535638
2015-01-23,220130,42389.92,0.19256766456184982
2015-01-24,220130,0,0.0
2015-01-25,220130,0,0.0
2015-01-26,220130,45326.05,0.20590582837414256
2015-01-27,220130,44234.42,0.20094680416117747
2015-01-28,220130,43481.56,0.19752673420251668
2015-01-29,220130,48412.75,0.2199279970926271
2015-01-30,220130,45288.41,0.20573483850452007
2015-01-31,220130,0,0.0
2015-02-01,220130,0,0.0
2015-02-02,220130,48789.18,0.22163803207195748
2015-02-03,220130,50219.6,0.22813610139463045
2015-02-04,220130,48902.11,0.2221510471085268
2015-02-05,220130,58463.34,0.2655855176486621
2015-02-06,220130,63055.75,0.2864477808567665
2015-02-07,220130,0,0.0
2015-02-08,220130,0,0.0
2015-02-09,220130,66594.16,0.3025219642938264
2015-02-10,220130,72579.34,0.3297112615272793
2015-02-11,220130,73482.76,0.3338152909644301
2015-02-12,220130,78790.38,0.3579265888338709
2015-02-13,220130,80521.94,0.36579266796892745
2015-02-14,220130,0,0.0
2015-02-15,220130,0,0.0
2015-02-16,220130,0,0.0
2015-02-17,220130,83872.14,0.38101185663017306
2015-02-18,220130,85039.06,0.38631290601008494
2015-02-19,220130,85754.27,0.38956194067142147
2015-02-20,220130,84700.28,0.38477390632807884
2015-02-21,220130,0,0.0
2015-02-22,220130,0,0.0
2015-02-23,220130,81839.43,0.3717777222550311
2015-02-24,220130,83759.21,0.3804988415936038
2015-02-25,220130,90346.68,0.4104242038795257
2015-02-26,220130,90384.36,0.4105953754599555
2015-02-27,220130,92683.35,0.42103915867896247
2015-02-28,220130,0,0.0
2015-03-01,220130,0,0.0
2015-03-02,220130,98336.61,0.44672061963385273
2015-03-03,220130,99354.19,0.45134325171489575
2015-03-04,220130,98713.49,0.4484326988597647
2015-03-05,220130,100107.96,0.4547674555944215
2015-03-06,220130,99278.82,0.4510008631263345
2015-03-07,220130,0,0.0
2015-03-08,220130,0,0.0
2015-03-09,220130,97771.28,0.444152455367283
2015-03-10,220130,90535.12,0.4112802434924817
2015-03-11,220130,93587.87,0.42514818516331254
2015-03-12,220130,100597.91,0.45699318584472814
2015-03-13,220130,98751.18,0.4486039158678962
2015-03-14,220130,0,0.0
2015-03-15,220130,0,0.0
2015-03-16,220130,100635.6,0.4571644028528597
2015-03-17,220130,100597.91,0.45699318584472814
2015-03-18,220130,103123.03,0.4684642256848226
2015-03-19,220130,97205.96,0.44158433652841506
2015-03-20,220130,96640.63,0.4390161722618453
2015-03-21,220130,0,0.0
2015-03-22,220130,0,0.0
2015-03-23,220130,97620.53,0.44346763276245854
2015-03-24,220130,100748.66,0.45767800844955253
2015-03-25,220130,96226.06,0.43713287602780176
2015-03-26,220130,96489.88,0.43833134965702086
2015-03-27,220130,97092.89,0.44107068550402034
2015-03-28,220130,0,0.0
2015-03-29,220130,0,0.0
2015-03-30,220130,101690.87,0.4619582519420342
2015-03-31,220130,97582.84,0.443296415754327
2015-04-01,220130,97281.33,0.44192672511697634
2015-04-02,220130,97620.53,0.44346763276245854
2015-04-03,220130,0,0.0
2015-04-04,220130,0,0.0
2015-04-05,220130,0,0.0
2015-04-06,220130,98223.54,0.446206968609458
2015-04-07,220130,93550.19,0.42497701358288287
2015-04-08,220130,93437.12,0.42446336255848816
2015-04-09,220130,91891.9,0.41744378321900694
2015-04-10,220130,93964.76,0.42686030981692635
2015-04-11,220130,0,0.0
2015-04-12,220130,0,0.0
2015-04-13,220130,92796.42,0.4215528097033571
2015-04-14,220130,93625.56,0.42531940217144415
2015-04-15,220130,95736.11,0.4349071457774951
2015-04-16,220130,91741.15,0.4167589606141825
2015-04-17,220130,88650.7,0.4027197565075183
2015-04-18,220130,0,0.0
2015-04-19,220130,0,0.0
2015-04-20,220130,88047.69,0.3999804206605188
2015-04-21,220130,86540.15,0.39313201290146726
2015-04-22,220130,84806.49,0.38525639394903016
2015-04-23,220130,90158.23,0.4095681188388679
2015-04-24,220130,94454.71,0.42908604006723305
2015-04-25,220130,0,0.0
2015-04-26,220130,0,0.0
2015-04-27,220130,93135.61,0.4230936719211375
2015-04-28,220130,93022.55,0.42258006632444467
2015-04-29,220130,92947.17,0.4222376323081815
2015-04-30,220130,102180.82,0.4641839821923409
2015-05-01,220130,112771.25,0.5122938718030254
2015-05-02,220130,0,0.0
2015-05-03,220130,0,0.0
2015-05-04,220130,111904.42,0.5083560623268069
2015-05-05,220130,102105.44,0.46384154817607776
2015-05-06,220130,109077.79,0.4955153318493617
2015-05-07,220130,117180.79,0.5323253986280834
2015-05-08,220130,120836.56,0.5489327215736156
2015-05-09,220130,0,0.0
2015-05-10,220130,0,0.0
2015-05-11,220130,123927,0.562971880252578
2015-05-12,220130,119932.04,0.5448236950892654
2015-05-13,220130,122344.09,0.5557810839049653
2015-05-14,220130,129316.44,0.5874548675782493
2015-05-15,220130,126565.19,0.5749565711170672
2015-05-16,220130,0,0.0
2015-05-17,220130,0,0.0
2015-05-18,220130,127281.26,0.5782095125607595
2015-05-19,220130,127884.28,0.5809488938354609
2015-05-20,220130,126376.74,0.5741004860764094
2015-05-21,220130,126414.43,0.5742717030845409
2015-05-22,220130,125395.74,0.5696440285285967
2015-05-23,220130,0,0.0
2015-05-24,220130,0,0.0
2015-05-25,220130,0,0.0
2015-05-26,220130,120490.92,0.5473625584881661
2015-05-27,220130,123094.25,0.5591888883841366
2015-05-28,220130,121320.97,0.5511332848771181
2015-05-29,220130,119170.39,0.5413636941807114
2015-05-30,220130,0,0.0
2015-05-31,220130,0,0.0
2015-06-01,220130,117812.13,0.535193431154318
2015-06-02,220130,120189.08,0.5459913687366557
2015-06-03,220130,116189.77,0.5278234225230546
2015-06-04,220130,114227.84,0.5189108254213419
2015-06-05,220130,116114.31,0.5274806250851769
2015-06-06,220130,0,0.0
2015-06-07,220130,0,0.0
2015-06-08,220130,113963.73,0.5177110343887703
2015-06-09,220130,112190.45,0.5096554308817517
2015-06-10,220130,118000.78,0.536050424749012
2015-06-11,220130,117397.11,0.5333080906736928
2015-06-12,220130,115246.53,0.5235384999772862
2015-06-13,220130,0,0.0
2015-06-14,220130,0,0.0
2015-06-15,220130,111058.57,0.5045135601689911
2015-06-16,220130,111096.3,0.5046849588879299
2015-06-17,220130,109888.96,0.4992002907372916
2015-06-18,220130,115208.8,0.5233671012583474
2015-06-19,220130,116755.71,0.5303943578794349
2015-06-20,220130,0,0.0
2015-06-21,220130,0,0.0
2015-06-22,220130,118830.83,0.5398211511379639
2015-06-23,220130,116302.96,0.5283376186798711
2015-06-24,220130,110907.65,0.5038279652932358
2015-06-25,220130,106531.04,0.48394603189024665
2015-06-26,220130,106153.75,0.4822320901285604
2015-06-27,220130,0,0.0
2015-06-28,220130,0,0.0
2015-06-29,220130,97362.8,0.44229682460364333
2015-06-30,220130,96532.76,0.4385261436423931
2015-07-01,220130,101777.14,0.4623501567255712
2015-07-02,220130,101965.79,0.46320715032026527
2015-07-03,220130,0,0.0
2015-07-04,220130,0,0.0
2015-07-05,220130,0,0.0
2015-07-06,220130,103776.8,0.4714341525462227
2015-07-07,220130,106040.56,0.48171789397174397
2015-07-08,220130,102041.25,0.4635499477581429
2015-07-09,220130,104040.91,0.47263394357879435
2015-07-10,220130,120792.75,0.5487337028119748
2015-07-11,220130,0,0.0
2015-07-12,220130,0,0.0
2015-07-13,220130,121056.86,0.5499334938445464
2015-07-14,220130,119396.77,0.5423920864943442
2015-07-15,220130,115774.74,0.5259380366147277
2015-07-16,220130,122075.55,0.5545611684004906
2015-07-17,220130,125735.3,0.5711865715713442
2015-07-18,220130,0,0.0
2015-07-19,220130,0,0.0
2015-07-20,220130,134639.44,0.6116360332530777
2015-07-21,220130,132639.78,0.6025520374324262
2015-07-22,220130,134111.23,0.6092364966156363
2015-07-23,220130,126565.35,0.5749572979602963
2015-07-24,220130,118642.18,0.5389641575432699
2015-07-25,220130,0,0.0
2015-07-26,220130,0,0.0
2015-07-27,220130,112794.12,0.5123977649570708
2015-07-28,220130,116227.5,0.5279948212419934
2015-07-29,220130,123660.19,0.561759823740517
2015-07-30,220130,125093.9,0.5682728387770862
2015-07-31,220130,123282.89,0.5600458365511288
2015-08-01,220130,0,0.0
2015-08-02,220130,0,0.0
2015-08-03,220130,118151.7,0.5367360196247671
2015-08-04,220130,142260.78,0.6462580293462954
2015-08-05,220130,147467.43,0.6699106437105347
2015-08-06,220130,139431.07,0.633403307136692
2015-08-07,220130,136450.45,0.6198630354790352
2015-08-08,220130,0,0.0
2015-08-09,220130,0,0.0
2015-08-10,220130,141996.67,0.6450582383137238
2015-08-11,220130,142939.9,0.6493431154317902
2015-08-12,220130,146826.03,0.6669969109162768
2015-08-13,220130,145430.04,0.6606552491709444
2015-08-14,220130,148750.23,0.6757381092990506
2015-08-15,220130,0,0.0
2015-08-16,220130,0,0.0
2015-08-17,220130,152674.09,0.6935633035024757
2015-08-18,220130,153579.59,0.6976767819016035
2015-08-19,220130,145090.48,0.6591127061281971
2015-08-20,220130,132224.76,0.6006666969518013
2015-08-21,220130,126074.87,0.5727291600417934
2015-08-22,220130,0,0.0
2015-08-23,220130,0,0.0
2015-08-24,220130,113535.05,0.5157636396674692
2015-08-25,220130,104734.51,0.4757848089765139
2015-08-26,220130,110097.93,0.5001495934220688
2015-08-27,220130,125886.02,0.5718712578930633
2015-08-28,220130,128945.43,0.5857694544133012
2015-08-29,220130,0,0.0
2015-08-30,220130,0,0.0
2015-08-31,220130,133477.9,0.606359423976741
2015-09-01,220130,127056.9,0.5771902966428928
2015-09-02,220130,140956.47,0.6403328487711807
2015-09-03,220130,147868.48,0.6717325216917277
2015-09-04,220130,139861.12,0.6353569254531413
2015-09-05,220130,0,0.0
2015-09-06,220130,0,0.0
2015-09-07,220130,0,0.0
2015-09-08,220130,151947.7,0.6902634806705129
2015-09-09,220130,152438.71,0.6924940262572116
2015-09-10,220130,150965.66,0.6858022986417117
2015-09-11,220130,154289.47,0.700901603597874
2015-09-12,220130,0,0.0
2015-09-13,220130,0,0.0
2015-09-14,220130,156971.18,0.7130839958206514
2015-09-15,220130,157915.44,0.7173735519920047
2015-09-16,220130,162410.14,0.7377919411256986
2015-09-17,220130,162107.97,0.7364192522600281
2015-09-18,220130,153609.6,0.6978131104347431
2015-09-19,220130,0,0.0
2015-09-20,220130,0,0.0
2015-09-21,220130,156933.41,0.7129124153909054
2015-09-22,220130,147226.38,0.6688156089583428
2015-09-23,220130,133817.83,0.6079036478444555
2015-09-24,220130,128605.49,0.5842251851178849
2015-09-25,220130,127434.61,0.5789061463680553
2015-09-26,220130,0,0.0
2015-09-27,220130,0,0.0
2015-09-28,220130,107189.59,0.48693767319311315
2015-09-29,220130,101486.24,0.46102866487984373
2015-09-30,220130,116783.31,0.5305197383364375
2015-10-01,220130,130871.73,0.5945201926134557
2015-10-02,220130,140994.24,0.6405044292009267
2015-10-03,220130,0,0.0
2015-10-04,220130,0,0.0
2015-10-05,220130,140276.6,0.6372443556080498
2015-10-06,220130,130985.04,0.5950349339026938
2015-10-07,220130,136612.85,0.6206007813564712
2015-10-08,220130,140540.99,0.6384454186162721
2015-10-09,220130,138312.53,0.6283220369781493
2015-10-10,220130,0,0.0
2015-10-11,220130,0,0.0
2015-10-12,220130,135668.59,0.6163112251851178
